"ADMX","Parent Category","Name","Display Name","Class","Explain Text","Supported On","Key","Value Name"
"WindowsDefender.admx","Scan","Scan_LowCpuPriority","Configure low CPU priority for scheduled scans","Machine","","At least Windows Server 2016, Windows 10 Version 1809","Software\Policies\Microsoft\Windows Defender\Scan","LowCpuPriority"
"WindowsDefender.admx","Security Intelligence Updates","SignatureUpdate_ASSignatureDue","Define the number of days before spyware security intelligence is considered out of date","Machine","","At least Windows Server 2012, Windows 8 or Windows RT","Software\Policies\Microsoft\Windows Defender\Signature Updates","ASSignatureDue"
"WindowsDefender.admx","Security Intelligence Updates","SignatureUpdate_AVSignatureDue","Define the number of days before virus security intelligence is considered out of date","Machine","","At least Windows Server 2012, Windows 8 or Windows RT","Software\Policies\Microsoft\Windows Defender\Signature Updates","AVSignatureDue"
"WindowsDefender.admx","Security Intelligence Updates","SignatureUpdate_DefinitionUpdateFileSharesSources","Define file shares for downloading security intelligence updates","Machine","","At least Windows Server 2012, Windows 8 or Windows RT","Software\Policies\Microsoft\Windows Defender\Signature Updates","DefinitionUpdateFileSharesSources"
"WindowsDefender.admx","Security Intelligence Updates","SignatureUpdate_SharedSignaturesLocation","Define security intelligence location for VDI clients.","Machine","","At least Windows Server 2016, Windows 10 Version 1903","Software\Policies\Microsoft\Windows Defender\Signature Updates","SharedSignatureRoot"
"WindowsDefender.admx","Security Intelligence Updates","SignatureUpdate_DisableScanOnUpdate","Turn on scan after security intelligence update","Machine","","At least Windows Server 2012, Windows 8 or Windows RT","Software\Policies\Microsoft\Windows Defender\Signature Updates","DisableScanOnUpdate"
"WindowsDefender.admx","Security Intelligence Updates","SignatureUpdate_DisableScheduledSignatureUpdateonBattery","Allow security intelligence updates when running on battery power","Machine","","At least Windows Server 2012, Windows 8 or Windows RT","Software\Policies\Microsoft\Windows Defender\Signature Updates","DisableScheduledSignatureUpdateOnBattery"
"WindowsDefender.admx","Security Intelligence Updates","SignatureUpdate_DisableUpdateOnStartupWithoutEngine","Initiate security intelligence update on startup","Machine","","At least Windows Server 2012, Windows 8 or Windows RT","Software\Policies\Microsoft\Windows Defender\Signature Updates","DisableUpdateOnStartupWithoutEngine"
"WindowsDefender.admx","Security Intelligence Updates","SignatureUpdate_FallbackOrder","Define the order of sources for downloading security intelligence updates","Machine","","At least Windows Server 2012, Windows 8 or Windows RT","Software\Policies\Microsoft\Windows Defender\Signature Updates","FallbackOrder"
"WindowsDefender.admx","Security Intelligence Updates","SignatureUpdate_ForceUpdateFromMU","Allow security intelligence updates from Microsoft Update","Machine","","At least Windows Server 2012, Windows 8 or Windows RT","Software\Policies\Microsoft\Windows Defender\Signature Updates","ForceUpdateFromMU"
"WindowsDefender.admx","Security Intelligence Updates","SignatureUpdate_RealtimeSignatureDelivery","Allow real-time security intelligence updates based on reports to Microsoft MAPS","Machine","","At least Windows Server 2012, Windows 8 or Windows RT","Software\Policies\Microsoft\Windows Defender\Signature Updates","RealtimeSignatureDelivery"
"WindowsDefender.admx","Security Intelligence Updates","SignatureUpdate_ScheduleDay","Specify the day of the week to check for security intelligence updates","Machine","","At least Windows Server 2012, Windows 8 or Windows RT","Software\Policies\Microsoft\Windows Defender\Signature Updates","ScheduleDay"
"WindowsDefender.admx","Security Intelligence Updates","SignatureUpdate_ScheduleTime","Specify the time to check for security intelligence updates","Machine","","At least Windows Server 2012, Windows 8 or Windows RT","Software\Policies\Microsoft\Windows Defender\Signature Updates","ScheduleTime"
"WindowsDefender.admx","Security Intelligence Updates","SignatureUpdate_SignatureDisableNotification","Allow notifications to disable security intelligence based reports to Microsoft MAPS","Machine","","At least Windows Server 2012, Windows 8 or Windows RT","Software\Policies\Microsoft\Windows Defender\Signature Updates","SignatureDisableNotification"
"WindowsDefender.admx","Security Intelligence Updates","SignatureUpdate_SignatureUpdateCatchupInterval","Define the number of days after which a catch-up security intelligence update is required","Machine","","At least Windows Server 2012, Windows 8 or Windows RT","Software\Policies\Microsoft\Windows Defender\Signature Updates","SignatureUpdateCatchupInterval"
"WindowsDefender.admx","Security Intelligence Updates","SignatureUpdate_SignatureUpdateInterval","Specify the interval to check for security intelligence updates","Machine","","At least Windows Server 2012, Windows 8 or Windows RT","Software\Policies\Microsoft\Windows Defender\Signature Updates","SignatureUpdateInterval"
"WindowsDefender.admx","Security Intelligence Updates","SignatureUpdate_UpdateOnStartup","Check for the latest virus and spyware security intelligence on startup","Machine","","At least Windows Server 2012, Windows 8 or Windows RT","Software\Policies\Microsoft\Windows Defender\Signature Updates","UpdateOnStartUp"
"WindowsDefender.admx","MAPS","DisableBlockAtFirstSeen","Configure the 'Block at First Sight' feature","Machine","","At least Windows Server 2016, Windows 10","Software\Policies\Microsoft\Windows Defender\Spynet","DisableBlockAtFirstSeen"
"WindowsDefender.admx","MAPS","Spynet_LocalSettingOverrideSpynetReporting","Configure local setting override for reporting to Microsoft MAPS","Machine","","At least Windows Server 2012, Windows 8 or Windows RT","Software\Policies\Microsoft\Windows Defender\Spynet","LocalSettingOverrideSpynetReporting"
"WindowsDefender.admx","MAPS","SpynetReporting","Join Microsoft MAPS","Machine","","At least Windows Vista","Software\Policies\Microsoft\Windows Defender\Spynet","SpynetReporting"
"WindowsDefender.admx","MAPS","SubmitSamplesConsent","Send file samples when further analysis is required","Machine","","At least Windows Vista","Software\Policies\Microsoft\Windows Defender\Spynet","SubmitSamplesConsent"
"WindowsDefender.admx","Threats","Threats_ThreatIdDefaultAction","Specify threats upon which default action should not be taken when detected","Machine","","At least Windows Server 2012, Windows 8 or Windows RT","Software\Policies\Microsoft\Windows Defender\Threats","Threats_ThreatIdDefaultAction"
"WindowsDefender.admx","Threats","Threats_ThreatSeverityDefaultAction","Specify threat alert levels at which default action should not be taken when detected","Machine","","At least Windows Server 2012, Windows 8 or Windows RT","Software\Policies\Microsoft\Windows Defender\Threats","Threats_ThreatSeverityDefaultAction"
"WindowsDefender.admx","Client Interface","UX_Configuration_UILockdown","Enable headless UI mode","Machine","","At least Windows Vista","Software\Policies\Microsoft\Windows Defender\UX Configuration","UILockdown"
"WindowsDefender.admx","Client Interface","UX_Configuration_SuppressRebootNotification","Suppresses reboot notifications","Machine","","At least Windows Vista","Software\Policies\Microsoft\Windows Defender\UX Configuration","SuppressRebootNotification"
"WindowsDefender.admx","Client Interface","UX_Configuration_Notification_Suppress","Suppress all notifications","Machine","","At least Windows Server 2016, Windows 10","Software\Policies\Microsoft\Windows Defender\UX Configuration","Notification_Suppress"
"WindowsDefender.admx","Client Interface","UX_Configuration_CustomDefaultActionToastString","Display additional text to clients when they need to perform an action","Machine","","At least Windows Server 2012, Windows 8 or Windows RT","Software\Policies\Microsoft\Windows Defender\UX Configuration","CustomDefaultActionToastString"
"WindowsDefender.admx","MpEngine","MpEngine_MpCloudBlockLevel","Select cloud protection level","Machine","","At least Windows Server 2016, Windows 10","Software\Policies\Microsoft\Windows Defender\MpEngine","MpCloudBlockLevel"
"WindowsDefender.admx","MpEngine","MpEngine_MpBafsExtendedTimeout","Configure extended cloud check","Machine","","At least Windows Server 2016, Windows 10","Software\Policies\Microsoft\Windows Defender\MpEngine","MpBafsExtendedTimeout"
"WindowsDefender.admx","MpEngine","MpEngine_EnableFileHashComputation","Enable file hash computation feature","Machine","","At least Windows Server 2016, Windows 10 Version 1909","Software\Policies\Microsoft\Windows Defender\MpEngine","EnableFileHashComputation"
"WindowsDefender.admx","Network Protection","ExploitGuard_EnableNetworkProtection","Prevent users and apps from accessing dangerous websites","Machine","","At least Windows Server 2016, Windows 10 Version 1709","Software\Policies\Microsoft\Windows Defender\Windows Defender Exploit Guard\Network Protection","EnableNetworkProtection"
"WindowsDefender.admx","Controlled Folder Access","ExploitGuard_ControlledFolderAccess_EnableControlledFolderAccess","Configure Controlled folder access","Machine","","At least Windows Server 2016, Windows 10 Version 1709","Software\Policies\Microsoft\Windows Defender\Windows Defender Exploit Guard\Controlled Folder Access","EnableControlledFolderAccess"
"WindowsDefender.admx","Attack Surface Reduction","ExploitGuard_ASR_Rules","Configure Attack Surface Reduction rules","Machine","","At least Windows Server 2016, Windows 10 Version 1709","Software\Policies\Microsoft\Windows Defender\Windows Defender Exploit Guard\ASR","ExploitGuard_ASR_Rules"
"WindowsDefender.admx","Attack Surface Reduction","ExploitGuard_ASR_ASROnlyExclusions","Exclude files and paths from Attack Surface Reduction Rules","Machine","","At least Windows Server 2016, Windows 10 Version 1709","Software\Policies\Microsoft\Windows Defender\Windows Defender Exploit Guard\ASR","ExploitGuard_ASR_ASROnlyExclusions"
"WindowsDefender.admx","Controlled Folder Access","ExploitGuard_ControlledFolderAccess_AllowedApplications","Configure allowed applications","Machine","","At least Windows Server 2016, Windows 10 Version 1709","Software\Policies\Microsoft\Windows Defender\Windows Defender Exploit Guard\Controlled Folder Access","ExploitGuard_ControlledFolderAccess_AllowedApplications"
"WindowsDefender.admx","Controlled Folder Access","ExploitGuard_ControlledFolderAccess_ProtectedFolders","Configure protected folders","Machine","","At least Windows Server 2016, Windows 10 Version 1709","Software\Policies\Microsoft\Windows Defender\Windows Defender Exploit Guard\Controlled Folder Access","ExploitGuard_ControlledFolderAccess_ProtectedFolders"
"WindowsDefenderSecurityCenter.admx","Virus and threat protection","VirusThreatProtection_UILockdown","Hide the Virus and threat protection area","Machine","","At least Windows Server 2016, Windows 10 Version 1709","SOFTWARE\Policies\Microsoft\Windows Defender Security Center\Virus and threat protection","UILockdown"
"WindowsDefenderSecurityCenter.admx","Virus and threat protection","VirusThreatProtection_HideRansomwareRecovery","Hide the Ransomware data recovery area","Machine","","At least Windows Server 2016, Windows 10 Version 1803","SOFTWARE\Policies\Microsoft\Windows Defender Security Center\Virus and threat protection","HideRansomwareRecovery"
"WindowsDefenderSecurityCenter.admx","Firewall and network protection","FirewallNetworkProtection_UILockdown","Hide the Firewall and network protection area","Machine","","At least Windows Server 2016, Windows 10 Version 1709","SOFTWARE\Policies\Microsoft\Windows Defender Security Center\Firewall and network protection","UILockdown"
"WindowsDefenderSecurityCenter.admx","App and browser protection","AppBrowserProtection_UILockdown","Hide the App and browser protection area","Machine","","At least Windows Server 2016, Windows 10 Version 1709","SOFTWARE\Policies\Microsoft\Windows Defender Security Center\App and Browser protection","UILockdown"
"WindowsDefenderSecurityCenter.admx","App and browser protection","AppBrowserProtection_DisallowExploitProtectionOverride","Prevent users from modifying settings","Machine","","At least Windows Server 2016, Windows 10 Version 1709","SOFTWARE\Policies\Microsoft\Windows Defender Security Center\App and Browser protection","DisallowExploitProtectionOverride"
"WindowsDefenderSecurityCenter.admx","Device performance and health","DevicePerformanceHealth_UILockdown","Hide the Device performance and health area","Machine","","At least Windows Server 2016, Windows 10 Version 1709","SOFTWARE\Policies\Microsoft\Windows Defender Security Center\Device performance and health","UILockdown"
"WindowsDefenderSecurityCenter.admx","Family options","FamilyOptions_UILockdown","Hide the Family options area","Machine","","At least Windows Server 2016, Windows 10 Version 1709","SOFTWARE\Policies\Microsoft\Windows Defender Security Center\Family options","UILockdown"
"WindowsDefenderSecurityCenter.admx","Notifications","Notifications_DisableNotifications","Hide all notifications","Machine","","At least Windows Server 2016, Windows 10 Version 1709","SOFTWARE\Policies\Microsoft\Windows Defender Security Center\Notifications","DisableNotifications"
"WindowsDefenderSecurityCenter.admx","Notifications","Notifications_DisableEnhancedNotifications","Hide non-critical notifications","Machine","","At least Windows Server 2016, Windows 10 Version 1709","SOFTWARE\Policies\Microsoft\Windows Defender Security Center\Notifications","DisableEnhancedNotifications"
"WindowsDefenderSecurityCenter.admx","Enterprise Customization","EnterpriseCustomization_EnableCustomizedToasts","Configure customized notifications","Machine","","At least Windows Server 2016, Windows 10 Version 1709","SOFTWARE\Policies\Microsoft\Windows Defender Security Center\Enterprise Customization","EnableForToasts"
"WindowsDefenderSecurityCenter.admx","Enterprise Customization","EnterpriseCustomization_EnableInAppCustomization","Configure customized contact information","Machine","","At least Windows Server 2016, Windows 10 Version 1709","SOFTWARE\Policies\Microsoft\Windows Defender Security Center\Enterprise Customization","EnableInApp"
"WindowsDefenderSecurityCenter.admx","Enterprise Customization","EnterpriseCustomization_CompanyName","Specify contact company name","Machine","","At least Windows Server 2016, Windows 10 Version 1709","SOFTWARE\Policies\Microsoft\Windows Defender Security Center\Enterprise Customization","CompanyName"
"WindowsDefenderSecurityCenter.admx","Enterprise Customization","EnterpriseCustomization_Phone","Specify contact phone number or Skype ID","Machine","","At least Windows Server 2016, Windows 10 Version 1709","SOFTWARE\Policies\Microsoft\Windows Defender Security Center\Enterprise Customization","Phone"
"WindowsDefenderSecurityCenter.admx","Enterprise Customization","EnterpriseCustomization_Email","Specify contact email address or Email ID","Machine","","At least Windows Server 2016, Windows 10 Version 1709","SOFTWARE\Policies\Microsoft\Windows Defender Security Center\Enterprise Customization","Email"
"WindowsDefenderSecurityCenter.admx","Enterprise Customization","EnterpriseCustomization_URL","Specify contact website","Machine","","At least Windows Server 2016, Windows 10 Version 1709","SOFTWARE\Policies\Microsoft\Windows Defender Security Center\Enterprise Customization","Url"
"WindowsDefenderSecurityCenter.admx","Account protection","AccountProtection_UILockdown","Hide the Account protection area","Machine","","At least Windows Server 2016, Windows 10 Version 1803","SOFTWARE\Policies\Microsoft\Windows Defender Security Center\Account protection","UILockdown"
"WindowsDefenderSecurityCenter.admx","Device security","DeviceSecurity_UILockdown","Hide the Device security area","Machine","","At least Windows Server 2016, Windows 10 Version 1803","SOFTWARE\Policies\Microsoft\Windows Defender Security Center\Device security","UILockdown"
"WindowsDefenderSecurityCenter.admx","Device security","DeviceSecurity_HideTPMTroubleshooting","Hide the Security processor (TPM) troubleshooter page","Machine","","At least Windows Server 2016, Windows 10 Version 1803","SOFTWARE\Policies\Microsoft\Windows Defender Security Center\Device security","HideTPMTroubleshooting"
"WindowsDefenderSecurityCenter.admx","Device security","DeviceSecurity_HideSecureBoot","Hide the Secure boot area","Machine","","At least Windows Server 2016, Windows 10 Version 1803","SOFTWARE\Policies\Microsoft\Windows Defender Security Center\Device security","HideSecureBoot"
"WindowsDefenderSecurityCenter.admx","Device security","DeviceSecurity_DisableClearTpmButton","Disable the Clear TPM button","Machine","","At least Windows Server 2016, Windows 10 Version 1809","SOFTWARE\Policies\Microsoft\Windows Defender Security Center\Device security","DisableClearTpmButton"
"WindowsDefenderSecurityCenter.admx","Device security","DeviceSecurity_DisableTpmFirmwareUpdateWarning","Hide the TPM Firmware Update recommendation.","Machine","","At least Windows Server 2016, Windows 10 Version 1809","SOFTWARE\Policies\Microsoft\Windows Defender Security Center\Device security","DisableTpmFirmwareUpdateWarning"
"WindowsDefenderSecurityCenter.admx","Systray","Systray_HideSystray","Hide Windows Security Systray","Machine","","At least Windows Server 2016, Windows 10 Version 1809","SOFTWARE\Policies\Microsoft\Windows Defender Security Center\Systray","HideSystray"
"WindowsExplorer.admx","Common Open File Dialog","NoBackButton","Hide the common dialog back button","User","","At least Windows 2000","Software\Microsoft\Windows\CurrentVersion\Policies\Comdlg32","NoBackButton"
"WindowsExplorer.admx","Common Open File Dialog","NoFileMRU","Hide the dropdown list of recent files","User","","At least Windows 2000","Software\Microsoft\Windows\CurrentVersion\Policies\Comdlg32","NoFileMru"
"WindowsExplorer.admx","Common Open File Dialog","NoPlacesBar","Hide the common dialog places bar","User","","At least Windows 2000","Software\Microsoft\Windows\CurrentVersion\Policies\Comdlg32","NoPlacesBar"
"WindowsExplorer.admx","Common Open File Dialog","PlacesBar","Items displayed in Places Bar","User","","At least Windows Server 2003 operating systems or Windows XP Professional","Software\Microsoft\Windows\CurrentVersion\Policies\comdlg32\Placesbar","Place0 ; Place1 ; Place2 ; Place3 ; Place4"
"WindowsExplorer.admx","File Explorer","ClassicShell","Turn on Classic Shell","User","","Windows Server 2008, Windows Server 2003, Windows Vista, Windows XP, and Windows 2000","Software\Microsoft\Windows\CurrentVersion\Policies\Explorer","ClassicShell"
"WindowsExplorer.admx","File Explorer","ConfirmFileDelete","Display confirmation dialog when deleting files","User","","At least Windows Server 2003 operating systems or Windows XP Professional","Software\Microsoft\Windows\CurrentVersion\Policies\Explorer","ConfirmFileDelete"
"WindowsExplorer.admx","File Explorer","EnforceShellExtensionSecurity","Allow only per user or approved shell extensions","User","","At least Windows 2000","Software\Microsoft\Windows\CurrentVersion\Policies\Explorer","EnforceShellExtensionSecurity"
"WindowsExplorer.admx","File Explorer","LinkResolveIgnoreLinkInfo","Do not track Shell shortcuts during roaming","User","","At least Windows 2000","Software\Microsoft\Windows\CurrentVersion\Policies\Explorer","LinkResolveIgnoreLinkInfo"
"WindowsExplorer.admx","File Explorer","MaxRecentDocs","Maximum number of recent documents","User","","Windows Server 2008, Windows Server 2003, Windows 7, Windows Vista, Windows XP, and Windows 2000","Software\Microsoft\Windows\CurrentVersion\Policies\Explorer","MaxRecentDocs"
"WindowsExplorer.admx","File Explorer","NoCacheThumbNailPictures","Turn off caching of thumbnail pictures","User","","At least Windows Server 2003 operating systems or Windows XP Professional","Software\Microsoft\Windows\CurrentVersion\Policies\Explorer","NoThumbnailCache"
"WindowsExplorer.admx","File Explorer","NoCDBurning","Remove CD Burning features","User","","At least Windows Server 2003 operating systems or Windows XP Professional","Software\Microsoft\Windows\CurrentVersion\Policies\Explorer","NoCDBurning"
"WindowsExplorer.admx","File Explorer","NoChangeAnimation","Remove UI to change menu animation setting","User","","Windows Server 2003, Windows XP, and Windows 2000 only","Software\Microsoft\Windows\CurrentVersion\Policies\Explorer","NoChangeAnimation"
"WindowsExplorer.admx","File Explorer","NoChangeKeyboardNavigationIndicators","Remove UI to change keyboard navigation indicator setting","User","","Windows Server 2003, Windows XP, and Windows 2000 only","Software\Microsoft\Windows\CurrentVersion\Policies\Explorer","NoChangeKeyboardNavigationIndicators"
"WindowsExplorer.admx","File Explorer","NoDFSTab","Remove DFS tab","User","","At least Windows 2000","Software\Microsoft\Windows\CurrentVersion\Policies\Explorer","NoDFSTab"
"WindowsExplorer.admx","File Explorer","NoDrives","Hide these specified drives in My Computer","User","","At least Windows 2000","Software\Microsoft\Windows\CurrentVersion\Policies\Explorer","NoDrives"
"WindowsExplorer.admx","File Explorer","NoEntireNetwork","No Entire Network in Network Locations","User","","Windows Server 2003, Windows XP, and Windows 2000 only","Software\Microsoft\Windows\CurrentVersion\Policies\Network","NoEntireNetwork"
"WindowsExplorer.admx","File Explorer","NoFileMenu","Remove File menu from File Explorer","User","","At least Windows 2000","Software\Microsoft\Windows\CurrentVersion\Policies\Explorer","NoFileMenu"
"WindowsExplorer.admx","File Explorer","NoFolderOptions","Do not allow Folder Options to be opened from the Options button on the View tab of the ribbon","User","","At least Windows 2000","Software\Microsoft\Windows\CurrentVersion\Policies\Explorer","NoFolderOptions"
"WindowsExplorer.admx","File Explorer","NoHardwareTab","Remove Hardware tab","User","","At least Windows 2000","Software\Microsoft\Windows\CurrentVersion\Policies\Explorer","NoHardwareTab"
"WindowsExplorer.admx","File Explorer","NoManageMyComputerVerb","Hides the Manage item on the File Explorer context menu","User","","At least Windows 2000","Software\Microsoft\Windows\CurrentVersion\Policies\Explorer","NoManageMyComputerVerb"
"WindowsExplorer.admx","File Explorer","NoMyComputerSharedDocuments","Remove Shared Documents from My Computer","User","","Windows XP Professional only","Software\Microsoft\Windows\CurrentVersion\Policies\Explorer","NoSharedDocuments"
"WindowsExplorer.admx","File Explorer","NoNetConnectDisconnect","Remove ""Map Network Drive"" and ""Disconnect Network Drive""","User","","At least Windows 2000","Software\Microsoft\Windows\CurrentVersion\Policies\Explorer","NoNetConnectDisconnect"
"WindowsExplorer.admx","File Explorer","NoRecycleFiles","Do not move deleted files to the Recycle Bin","User","","At least Windows Server 2003 operating systems or Windows XP Professional","Software\Microsoft\Windows\CurrentVersion\Policies\Explorer","NoRecycleFiles"
"WindowsExplorer.admx","File Explorer","NoRunAsInstallPrompt","Do not request alternate credentials","User","","Windows Server 2003, Windows XP, and Windows 2000 only","Software\Microsoft\Windows\CurrentVersion\Policies\Explorer","NoRunasInstallPrompt"
"WindowsExplorer.admx","File Explorer","NoSecurityTab","Remove Security tab","User","","At least Windows Server 2003 operating systems or Windows XP Professional","Software\Microsoft\Windows\CurrentVersion\Policies\Explorer","NoSecurityTab"
"WindowsExplorer.admx","File Explorer","NoShellSearchButton","Remove Search button from File Explorer","User","","Windows Server 2003, Windows XP, and Windows 2000 only","Software\Microsoft\Windows\CurrentVersion\Policies\Explorer","NoShellSearchButton"
"WindowsExplorer.admx","File Explorer","NoViewContextMenu","Remove File Explorer's default context menu","User","","At least Windows 2000","Software\Microsoft\Windows\CurrentVersion\Policies\Explorer","NoViewContextMenu"
"WindowsExplorer.admx","File Explorer","NoViewOnDrive","Prevent access to drives from My Computer","User","","At least Windows 2000","Software\Microsoft\Windows\CurrentVersion\Policies\Explorer","NoViewOnDrive"
"WindowsExplorer.admx","File Explorer","NoWindowsHotKeys","Turn off Windows Key hotkeys","User","","At least Windows Server 2003","Software\Microsoft\Windows\CurrentVersion\Policies\Explorer","NoWinKeys"
"WindowsExplorer.admx","File Explorer","NoWorkgroupContents","No Computers Near Me in Network Locations","User","","Windows Server 2003, Windows XP, and Windows 2000 only","Software\Microsoft\Windows\CurrentVersion\Policies\Explorer","NoComputersNearMe"
"WindowsExplorer.admx","File Explorer","PromptRunasInstallNetPath","Request credentials for network installations","User","","Windows Server 2003, Windows XP, and Windows 2000 only","Software\Microsoft\Windows\CurrentVersion\Policies\Explorer","PromptRunasInstallNetPath"
"WindowsExplorer.admx","File Explorer","RecycleBinSize","Maximum allowed Recycle Bin size","User","","Windows Server 2003, Windows XP, and Windows 2000 only","Software\Microsoft\Windows\CurrentVersion\Policies\Explorer","RecycleBinSize"
"WindowsExplorer.admx","File Explorer","ShellProtocolProtectedModeTitle_1","Turn off shell protocol protected mode","User","","At least Windows XP Professional with SP2","Software\Microsoft\Windows\CurrentVersion\Policies\Explorer","PreXPSP2ShellProtocolBehavior"
"WindowsExplorer.admx","File Explorer","ShellProtocolProtectedModeTitle_2","Turn off shell protocol protected mode","Machine","","At least Windows XP Professional with SP2","Software\Microsoft\Windows\CurrentVersion\Policies\Explorer","PreXPSP2ShellProtocolBehavior"
"WindowsExplorer.admx","File Explorer","NoSearchInternetTryHarderButton","Remove the Search the Internet ""Search again"" link","User","","At least Windows Server 2008 R2 or Windows 7","Software\Policies\Microsoft\Windows\Explorer","NoSearchInternetTryHarderButton"
"WindowsExplorer.admx","File Explorer","TryHarderPinnedOpenSearch","Pin Internet search sites to the ""Search again"" links and the Start menu","User","","At least Windows Server 2008 R2 or Windows 7","Software\Policies\Microsoft\Windows\Explorer","TryHarderPinnedOpenSearch"
"WindowsExplorer.admx","File Explorer","TryHarderPinnedLibrary","Pin Libraries or Search Connectors to the ""Search again"" links and the Start menu","User","","At least Windows Server 2008 R2 or Windows 7","Software\Policies\Microsoft\Windows\Explorer","TryHarderPinnedLibrary"
"WindowsExplorer.admx","File Explorer","CheckSameSourceAndTargetForFRAndDFS","Verify old and new Folder Redirection targets point to the same share before redirecting","Machine","","At least Windows Server 2008 R2 or Windows 7","Software\Policies\Microsoft\Windows\Explorer","CheckSameSourceAndTargetForFRAndDFS"
"WindowsExplorer.admx","File Explorer","DisableKnownFolders","Disable Known Folders","User","","At least Windows Server 2008 R2 or Windows 7","Software\Policies\Microsoft\Windows\Explorer","DisableKnownFolders"
"WindowsExplorer.admx","File Explorer","HideContentViewModeSnippets","Turn off the display of snippets in Content view mode","User","","At least Windows Server 2008 R2 or Windows 7","Software\Policies\Microsoft\Windows\Explorer","HideContentViewModeSnippets"
"WindowsExplorer.admx","File Explorer","DisableIndexedLibraryExperience","Turn off Windows Libraries features that rely on indexed file data","User","","At least Windows Server 2008 R2 or Windows 7","Software\Policies\Microsoft\Windows\Explorer","DisableIndexedLibraryExperience"
"WindowsExplorer.admx","File Explorer","DisableSearchBoxSuggestions","Turn off display of recent search entries in the File Explorer search box","User","","At least Windows Server 2008 R2 or Windows 7","Software\Policies\Microsoft\Windows\Explorer","DisableSearchBoxSuggestions"
"WindowsExplorer.admx","File Explorer","DisableBindDirectlyToPropertySetStorage","Disable binding directly to IPropertySetStorage without intermediate layers.","Both","","At least Windows Vista","Software\Microsoft\Windows\CurrentVersion\Policies\Explorer","DisableBindDirectlyToPropertySetStorage"
"WindowsExplorer.admx","File Explorer","NoStrCmpLogical","Turn off numerical sorting in File Explorer","Both","","At least Windows Server 2008 R2 or Windows 7","Software\Microsoft\Windows\CurrentVersion\Policies\Explorer","NoStrCmpLogical"
"WindowsExplorer.admx","Local Machine Zone","IZ_Policy_OpenSearchQuery_LocalMachine","Allow OpenSearch queries in File Explorer","Both","","At least Windows Server 2008 R2 or Windows 7","Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\0","180E"
"WindowsExplorer.admx","Intranet Zone","IZ_Policy_OpenSearchQuery_Intranet","Allow OpenSearch queries in File Explorer","Both","","At least Windows Server 2008 R2 or Windows 7","Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\1","180E"
"WindowsExplorer.admx","Trusted Sites Zone","IZ_Policy_OpenSearchQuery_Trusted","Allow OpenSearch queries in File Explorer","Both","","At least Windows Server 2008 R2 or Windows 7","Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\2","180E"
"WindowsExplorer.admx","Internet Zone","IZ_Policy_OpenSearchQuery_Internet","Allow OpenSearch queries in File Explorer","Both","","At least Windows Server 2008 R2 or Windows 7","Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\3","180E"
"WindowsExplorer.admx","Restricted Sites Zone","IZ_Policy_OpenSearchQuery_Restricted","Allow OpenSearch queries in File Explorer","Both","","At least Windows Server 2008 R2 or Windows 7","Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\4","180E"
"WindowsExplorer.admx","Locked-Down Local Machine Zone","IZ_Policy_OpenSearchQuery_LocalMachineLockdown","Allow OpenSearch queries in File Explorer","Both","","At least Windows Server 2008 R2 or Windows 7","Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Lockdown_Zones\0","180E"
"WindowsExplorer.admx","Locked-Down Intranet Zone","IZ_Policy_OpenSearchQuery_IntranetLockdown","Allow OpenSearch queries in File Explorer","Both","","At least Windows Server 2008 R2 or Windows 7","Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Lockdown_Zones\1","180E"
"WindowsExplorer.admx","Locked-Down Trusted Sites Zone","IZ_Policy_OpenSearchQuery_TrustedLockdown","Allow OpenSearch queries in File Explorer","Both","","At least Windows Server 2008 R2 or Windows 7","Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Lockdown_Zones\2","180E"
"WindowsExplorer.admx","Locked-Down Internet Zone","IZ_Policy_OpenSearchQuery_InternetLockdown","Allow OpenSearch queries in File Explorer","Both","","At least Windows Server 2008 R2 or Windows 7","Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Lockdown_Zones\3","180E"
"WindowsExplorer.admx","Locked-Down Restricted Sites Zone","IZ_Policy_OpenSearchQuery_RestrictedLockdown","Allow OpenSearch queries in File Explorer","Both","","At least Windows Server 2008 R2 or Windows 7","Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Lockdown_Zones\4","180E"
"WindowsExplorer.admx","Local Machine Zone","IZ_Policy_OpenSearchPreview_LocalMachine","Allow previewing and custom thumbnails of OpenSearch query results in File Explorer","Both","","At least Windows Server 2008 R2 or Windows 7","Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\0","180F"
